tweet,Label
"`    The problem with this page, IMHO, is that it doesn't deal with INDIGENOUS people at all, but rather (for lack of a better word) PRIMITIVE people. As has been pointed out, there are many groups of people which are indigenous (whatever that means) to the areas in which they live but are not indigenous people in the sense the article is written (e.g. most of the inhabitants of the Old World!).  I don't care how PC or relativist you are, there clearly is a difference between those cultures and societies which embrace and accept change from the outside and have joined the ``global mainstream``, and those which have not. As for those so-called ``indigenous people`` who have adopted modern ways, I'd make the argument that they're simply then no longer indigenous peoples (in the sense this article and the US uses the term, as misleading as it is).   05:52 25 Jun 2003 (UTC)`",0
"   Hi JT - just so you know, your bestest friend  left a little love letter for you here (rather abusive it was) - I've reverted it, but thought I'd mention its (temporary) existence. Cheers",0
"`Some inconsistencies in usage here.  Please indicate if this is wrong:  *sira is the life of Muhammad, during which the revelation (Qur'an) was dictated, and during which he spoke the authentic hadith *sunnah consists of both hadith and sira (example) *hadith are validated by isnah, ``backing``, a science of its own *hadith are extremely significant as social rules and moral guidance  If this is all so, why aren't there separate links in this article to sira and sunnah, and why doesn't this article list some undisputed hadith?  The article on isnah already describes the process, and on early Muslim philosophy already describes the significance of this in the Islamic culture of scholarship.  So, this article should be only about the actual hadith, while a sunnah article can be about the use of the sira and hadith in practice today and in history...?  It wouldn't matter much except there are some redundancies here with isnah.`",0
"`theories about how life on Earth may regulate the planet's biosphere to make it more hospitable to life. This discusses all scientific views on the subject in general, including the views of Drs. James Lovelock, Lynn Margulis, Richard Dawkins, Carl Sagan, etc.   Gaia hypothesis- A subset of the above article; this is a discussion of Dr. James Lovelock's ideas on Gaia theory.   Gaia theory analogs - A discussion of proto-scientific, mystical and religious views that some people believe are related to Gaia theory.   Gaians - A discussion of the small left-wing radical political and environmentalist group.   (Of course, other articles could be made as well, if needed.)  We must not push mystical, political or religious ideology into our science articles on Gaia theory, Biological evolution, or Quantum Mechanics, etc. All I am asking is that we continue to follow the same disambiguation and NPOV policy that we also have followed.  Is this clear?  22:47 2 Jul 2003 (UTC)   2 quick points. 1) I think everybody here is missing a common scientific manner of using ``Gaia theory``. I believe many use it like ``game theory.`` As in, they don't always talk about ``a game theory`` or ``the game theory.`` 2) Separate articles is not the only precedent on Wikipedia. See neutral theory of molecular evolution. I believe practically one of the first things to say about this scientific theory is that a whole lot of non-scientists took it as a direct challenge to Darwin, even though it appears that it's authors did not mean it to be. I put it in the first paragraph.  00:11 3 Jul 2003 (UTC)`",0
"`    Hi Ant, I was just wondering why you did not put anything at all on your ``Homepage``. Sometimes it is nice to know who you are talking to, but the first line I saw on your page was the ``ban``-line...  I look forward to learn something about you, your articles and comments gave me a good impression.  Greetings from Munich,  12:56 3 Jul 2003 (UTC)  PS: I think, if you sign with three ``~`` instead of ``Ant`` it is easyer to understand who wrote the comment.`",0
"`Great start . I'm a ``newbie`` (a.k.a.: F.N.G.) to Wikipedia, so bear with me. I'd be glad to communicate with you on this article/subject. Here's why I've deleted/replaced a couple of your phrases/sentences:  ``...figurative language uses more poetic senses.``  Although it's used a lot in poetry, figurative language is used in a lot more contexts than just poetry. When I shake my fist at someone on the freeway and call them an ``a__hole,`` I'm using figurative language (the figure of speech is synecdoche) without being poetic in any sense of the word.  ``In literal language, truth conditions work out well, while in figurative language, they may not.``   IMO the definition of terms in this sentence will be unclear to most general readers of an encyclopedia. What are ``truth conditions``? If it's a technical term, we'd better define it.  Also, I moved the following to this page  - == To add ==  * Why would someone want to divide language into literal and figurative? What is gained thereby? (Lakoff provides some insight here.) * Why would people prefer not to view language with this divide? * How does this connect to theories of truth?``  -  These are all needed additions. The last one, especially, shows the importance and relevance of this subject to a broad range of disciplines, including theories of knowledge, cognition, language development, etc., etc.  And now....here's an explanations for one of my suspect assertions -)  ``Some have boiled down the more than two hundred and fifty figures described in classical and traditional linguistics into two: metaphor and metonymy.``  I know this from research, and my additions to Further Reading document reflect the ``classical and traditional`` end of this statement. But I need to go back and document which modern analyses have done the boiling specifically.  Tuesday, July 8, 2003, 12:45 CDT.`",0
"`  Please note that your comment that ``What you are saying is that YOU have never heard of Exeter. This is your problem. Perhaps you should read [1] and enlighten yourself. Whatever, my point remains that the word Exeter is most associated with Exeter in Britain, and this is the convention.`` is more insulting than my characterizing a tiny place of 100,000 as a ``jerkwater town.`` which it is! I know more about British geography than 99% of Americans - I remember in an online chat with some guy from Sheffield that he was surprised that I knew Sheffield was a city, as I was the first American he'd spoken to who had even heard of it. I think _you_ should enlighten yourself. You referred to a Google search that found most of the links to the name Exeter referring to the city in the UK. What proportion of those were from sites in the UK? If you can find even _one_ site anywhere that is put up by someone outside the UK that uses ``Exeter`` unqualified to refer to the one in England, and does not preface that with some reference to England, Britain, or the UK (to make it clear that he's talking about UK places!) I would like to see it!     July 10, 2003`",0
"`The map availability theory is an interesting one, and worth considering. This whole thing dates to the early days of the ramblers, and the recreational interest in the landscape (as opposed to those too busy trying to live in it) On finding ley-lines, it took me a while to hunt it down, but this is a passage I remembered from John Crowley's excellent novel Ægypt:  Star temples and ley-lines, UFOs and landscape giants, couldn't they see what was really, permanently astonishing was the human ability to keep finding these things? Let anyone looking for them be given a map of Pennsylvania or New Jersey or the Faraways, and he will find ``ley-lines``; let human beings look up long enough on starry nights and they will see faces staring down at them. That's the interesting thing, that's the subject: not why there are ley-lines, but why people find them...   Actually I think the point of the statistical argument was that proponents quote extremely low probabilities that the alignments that they find could have arisen by chance: but out of the set of all possible alignments selected from (semi-)random points, there will be a number (perhaps a majority) of low probability ones.. ``Million to one chances turn up nine times out of ten``.   00:07 12 Jul 2003 (UTC)  `",0
"`  Sorry, but I'm not sure where you mean by ``at the tertiary bigtop`` (above, below?) so here are my comments.  You asked: ``Is 3kg really so bad?``  I'm not sure which article you are referring to, but I presume you are questioning why I put a space in between the number and the kilogram symbol.  I guess my question back is, what do you mean by ``really so bad``?  Is it so bad that it is a major problem, seriously degrading the quality of the article?  Probably not.  Is it against accepted style, potentially harder to read, and very easy to fix?  Yes.  It can be much easier to read if there is a space there (which is why that is the accepted style).  This can be very important if someone gives a number of liters and they use the lower case L, since it looks like a 1.  06:41 20 Jul 2003 (UTC)          `",0
  ::Thanks. While I'm attemtping (without any training) to apply psychiatric diagnoses to a fictional robot I've pointed out that he's not (strictly speaking) paranoid. ,0
"    Hi Sannse, I answered you question on the talk:Whippet page, sorry for forgetting to add the OK -)  19:53 27 Jul 2003 (UTC)",0
  Wikipedia is banned? Why?  ,0
"`  ::I've been considering the proposed version, which is far more consideration than anyone ever gave to my better-written draft. I'm willing to consider it as a basis for revision, if only  will actually enter into collaborative exchange rather than automatically rejecting all but ``minor edits`` and asking - yet again - that people be ``stopped`` from contributing substantive improvements.  `",0
    Do you think European Union should have the form of the Wikipedia project countries?  ,0
"  *207.44.148.201 was  who forgot to log in. With the advent of personal computers and the internet, the 'third way' you talk about has become much more viable than in the olden days of typewriters and photocopy machines. Just look at what the 'third way' is doing to the music industry. That said, looking at self-publishing as a whole, I believe your success still represents a statistically-rate exception.  :As far as POV, if it ain't NPOV, correct it. That's what Wikipedia is all about. Recognize, though, that writing about a subject with a perfectly NPOV can appear to have a biased POV to someone with a stake in the subject.  ",0
" - Hi Steve. I know you've been here since April, but I've only just realised you haven't had an official Wikipedia Welcome - so here it is: Welcome!.  I hope you enjoy editing here and being a Wikipedian. If you ever have any questions, check out the help pages or add a question to the village pump.  ",0
"Anon  :What the heck are you talking about? This is an encyclopedia, not a book store. ",0
to-do: get name of Dexter's friend and any missing characters,0
"`   Okay, replacing the sudden unexplained change of ``Top Hits`` changing from published sheet music to recordings in 1935, I gave all the years from 1916 in music through 1935 in music seperate ``Top Hit Songs Printed`` and ``Top Hit Recordings`` categories, which seems to reflect the gradual shift in the driving forces of the music industry. More work needs to be done, and I'd like to extend the ``Hit Records`` category back a few more years if I can find decent data. I'm still gradually cleaning up the categories.   20:29 15 Jun 2003 (UTC)`",0
"`  == Stone-throwing incident ==  I have moved the following section here. It is not that I deny it happened nor that it is relevant, but I believe it is ludicrous for to devote this much space to the incident in such a short article. I will try to research the matter and rewrite it in 1/3 the space, but personally I think it would be more useful to expand the section on his academic work, ie, Orientalism, which is much more interesting and important.     :In July 2000 Said travelled to Lebanon, where along with other Arabs he began hurling large rocks into Israel towards a group of Israeli soldiers.  Agence France Press released a photograph showing him during this attack. When asked about this event, Said told reporters that this was ``a symbolic gesture of joy``, and aimed at an empty place. Eyewitnesses claim that Said was lying; The London Daily Post reported that Said was observed hurling stones, in a group, at Israel soldiers in an Israeli watchtower.  :Said was criticised for this action by the moderate Arab Press. A report in the Beirut Daily Star stated that they were disappointed that a scholar ``who has labored ... to dispel stereotypes about Arabs being 'violent'`` reversed couse, and let himself ``be swayed by a crowd into picking up a stone and lofting it across the international border.`` The student newspaper where he teaches, the Columbia Daily Spectator, commented that Said's ``hypocritical violent action`` was ``alien to this or any other institution of higher learning.``   :Several months later, in an interview with an Israeli newspaper (Haaretz English Edition, August 18, 2000) Said reversed his story, and denied his previous description. He now claims ``in fact what happened was that my son and some of the other young men were trying to see who could throw stones furthest. And since my son is a rather big fellow - he is an American who plays baseball - he threw furthest. My daughter said to me, 'Daddy can you throw a stone as far as Wadia?' and that of course stirred the usual kind of oedipal competition. So I picked up a stone and threw it.`` This latest revision is commonly held to be facetious.`",0
"  I've had a look at Albatross (I put the pics in the position you found them) and I think we have an unimprovement (if such a word exists). I had them in a column on the right, you have them on either side of the page with a narrowish gutter of text down the middle. It looks odd on my 1024 by 768 screen and would surely be a very narrow gutter on the 800 by 600 resolution that some people use. I can't test 800 by 600 because the resolution change would leave all my desktop icons piled up in one corner when I return to 1024 by 768 and it's a pain restoring them all back to position.  I won't revert because they're not my pics so I don't have any strong feelings. I'll leave the decision to you, Jim.   ",0
"`    Quite apart from the grammatical/vocabulary problem (``when vocabulary duty's to be done, to be done``), I think ``Though the governor-general may fulfill many of the roles of a head of state, s/he is not a head of state themselves, but the representative of the head of state`` needs tidying up - for instance, this is not true of Australia. But I don't want to improve the Australian side of things at the expense of accidentally misrepresenting how it is elsewhere. So, before I jump in with both feet, I want to offer other experts the opportunity to get it better expressed than I can myself (``be 'umble, Uriah, be 'umble``). PML.`",0
"    Was the move of Technicolor all that wise? Most people are aware of the term in association with film, not so physics. Given the large number of links to technicolor from film pages, it might have been better to leave it as it is, and add a link to the minor usage on the Technicolor page. Otherwise, you'll have to go through and edit all of the links from the films.  ",0
 to give you a citation of th title of it,0
"`GOD BLESS OUR FREEDOM FIGHTING TROOPS DEFEATING ARAB TERRORISM IN IRAQ AND AFGHANISTAN.      DEFEAT totalitarian Islamofascism  ==Our commander in chief liberated Iraq and Afganistan. But there's much left to TAKE OUT and LIBERATE. These are the regimes that we need to effect a regime change sooner or later:==  Most urgent:  Iran, Syria, Communist China, North Korea, Saudi Arabia, Cuba, Liberia, Laos, Lebanon, Vietnam, Libya, Zimbabwe, Burma, Malaysia, Belarus, Venezuela, Moldova (elected an actual Communist Party member) Palestinian Authority  Less urgent, but necessary one day:  Brazil (I laid out a case for regime change in Brazil on another user's page. If you're interested, I can direct you to that page.), Ecuador (elected a Communist), Argentina (elected a Communist sympathizer), Algeria, Morocco, Tunisia, Egypt, Pakistan (the military dictator they have is ok to keep a lid on the Islamists, but he'll fall one day so we might as well occupy them), Qatar (Al Jazeria is based there spewing its anti-American propaganda), Tunisia, and every other country that is not a democracy or is a democracy that elects anti-democratic leftists like Hugo Chavez  Countries we should destabilize, but not necessarily prusue regime change through military means:  France, Germany, Belgium, Canada, Mexico, South Africa, Turkey, Russia, Sweden, and more...  ==Countries WHERE FREEDOM RINGS==  AMERICA (NUMBER ONE ON THIS ACCOUNT), UK, Australia, Israel, Italy , Spain, Poland, Latvia, Lithuania, Estonia, Czech Republic, and more...    Above: me at a pro-Iraq War rally.  ==COLLEGE REPUBLICANS MAKE A DIFFERENCE!!!!!!!!!!== http://www.crnc.org/    ==DO YOUR PART AMERICA: BOYCOTT FRANCE AND FRENCH GOODS.==   Above: THE OLD YELLER FRENCH ARMY KNIFE.   Evil exists. And militant Islamism (the militant Islamism of bin Laden, the Saudis, Saddam Hussein, the Baathists, and the Palestinian suicide bombers) or Islamofascism is the enemy of freedom and the distilled essence of evil. Totalitarian ideologies and fanaticisms have come in gone and have been defeated by America. All these ideologies are one in the same. They hate modernity, hate America, hate freedom, hate capitalism, hate liberal democracy, and love terrorism, oppression, genoicide, and fanatic hatred. In Germany the tyranical enemies of freedom and capitalism rallied behind Nazism, in Italy they rallied behind fascism, in Russia they rallied behind totalitarian socialism and communism, and now in the Middle East, where a lot of dictators and tyrants are threatened by freedom and American values, they rally behind militant Islamics. It is fact that there isnt a single Arab democracy. Muslim leaders (Saddam was just the worst of the lot. There will be more dictators/terrorists to fight like the Syrians) are all tyrants and terrorists who stifle the free press, kill their own people, crush their citizens hopes and dreams, and want to kill Americans like they did on 9/11. Their desire to kill Americans and supprot terror rests on one deep, abiding hatred: their irrational fear of America, which sticks up for freedom and opposes their tyranny with great scarafices, like America is doing right now defeating evil in the Arab countries of Iraq and Afghnaistan.   The ideology of militant Islamist terrorism is the totalitarian enemy that America confronts today. And patriotic Americans say it will be defeated like America defeated totalitarianisms in the past through heroic struggle: Communism, fascism, Nazism.   A lot of conservative commentators who speak with moral clarity call America's struggle against the evil of Islamofascist totalitarianism right now World War IV. That this is freedom's fourth struggle against a totalitarian evil. In WWI it was the despotic rule of the Kaiser, in WWII it was the Nazis, in freedom's third struggle it was the communists in the Cold War (although it wasnt a ``hot war`` it was another global stuggle like a world war). Now America's forth stuggle is a worldwide campaign against states like Iraq that hate the free world, kill their own people, desire weapons of mass destruction, and support terrorism.   The antiwar liberal left appeases totalitarian evil, which they love to do. They rallied to defend the Communists in Vietnam. Now the amoral liberal left is opposing America's commander in chief George W Bush in his struggle in Iraq. Hundreds of millions were slaughtered (Communism murdered 100 million people while the liberals opposed the Cold War at every step) and Communism threatened the freedom of America and her allies. Conservatives say that America must stop this new totalitarian enemy before its murderous hate claims as many victims as Communism.    `",0
" Actually, there was an edit war over the content of Saddam Hussein's user page. My comment was directed at that edit war.   ",0
"Thank goodness your interests arent purely rote, Larry, or the WP no doubt would be more less, and less more. )-",0
"  ::::No, I guess not, not if you've quit. Maybe you haven't really. Or have you? Never mind. Have a good evening, wherever you are!   ",0
"  :: ( ) Adding such a note merely because the section is biased is not a reason for an alteration unless the section was falsely biased.  All this should be biased toward the truth.  So, what is your source for the note of support?  ",0
  Thanks for reverting my user page yesterday after / vandalised it.  ,0
"`  Uriber, I don't get your point about ``Chairman`` versus ``President``.  What difference does it make?  Even if there is a difference, what does it matter what the US and Israel use?  Would you mention it in the Sharon article if the PA ``didn't recognise`` the title of ``Prime Minister``?  Anyway, you are wrong about ``international documents``.  The example you gave is ``trilateral`` not ``international``.  If you go to http://domino.un.org/unispal.nsf and search for ``President Arafat`` you will find over 150 UN documents which use that phrase.   `",0
"  -  Hi MRD. I've done a search and there seem to be no further pages in the same scheme as France: Wars of Religion/Bourbon Dynasty. The place to co-ordinate their integration would be Talk:History of France, I've put a note there for when someone has time to deal with it. cheers.   ",0
  :::Is the GTK exemple serious ?  ,0
  ==External Links==  *BBC - On This Day,0
"  == Some thoughts ==  I am going to hit the proverbial hay, but since you also seem to know your way around e-commerce, would you care to do some of these that are in my to-do stack?  * Reintermediation (linked from disintermediation) * E-procurement * E2E * Vortals * Bullwhip effect  If you can nail some of these down, I will be eternally in your debt. ;)",0
`  Buddha - ``Some suggest that victims should be referred to additional resources and made aware of their rights under policy and law.``  That's an incredibly silly way to phrase that.  `,1
`    Hello.  Is there some reason for capitalization in ``Optical Tweezers``?  (I moved the page to optical tweezers since it seemed likely that this was just another case of the strange worship of excessive capital letters often found among newbies.)  `,0
`  I just want to say that ``separation of church and state`` has been invented in Muslin countries before it existed in Europe. The Catholic Church wasn't obviously a great fan of this idea it accepted it under the pressure of governements....   `,0
"`  Now that the edit war seems to have died down. I just want to add a little about privatization and free market. Even while the neoliberals ofcourse want to put an equal sign between free market and privatization, very few privatizations are ever made that actually increases the competition in the market. Because if the buisness that is sold to private owners has a monopoly before it is sold, it ofcourse will to after it has been privatized. And if the company is sold while it is already subjected to competition it will to after it has been privatized. Indeed, privatization has nothing to do with ``free markets``, but is only a transferment of public property to private hands. Ofcourse that argument will not keep the neoliberals from claiming the Second Return of Messiah as long as we privatize and the Doomsday if we dont. But atleast we do not have to use their rhethorics.  `",0
"BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS, BOOBS",0
"`  I agree that having ``back links`` is a bad idea.  There is no end to that, and most back links should be in the text anyway, so a redundancy that adds very little -  `",0
"  ** Correct, and noted in article  ",0
  Please stop abusing your admin power. I have seen you are biased to the information posted.  Copernicus: Was a Polish Astranomer whos uncles name was Lukasz Watzenrode  not Von(which Signifies a Prussian which didnt exist till 1700s.) At the time the city was named Frombork not Faurenburg.  Heweliusz: He was born in Gdansk and was Polish he wanst born in Danzig and the city wasnt renamed to danzig till after  the Partitons.,0
 Axelrosen:  I edited the technical analysis and charting page immediately after it had been merged.  Whoever did the job had linked remarks about technical with the EMH.  I then tried to make sense of what had been written.  In fact technical analysts don't talk about the EMH and woujld hardly know what it is.  It is for that reason that I wrote that they IMPLICITLY assumed (actaully without knowing it) weak form efficiency (or actually completely inefficient markets...that few people espouse belief in).  It would probably be wise to alter the text to disconnect the EMH comments from chartism as the practitioners do. King Brosby.  ,0
"  :Consider some recent actions: I helped exposed a Christian Identity neo-Nazi (and his close friend who always support him)...and not a single person believed me, even after massive amounts of incontrovertible proof were given.  Some people wrote me offline to tell me that they agreed with these statements...but none of these people were willing to agree with me on the WikiEn (Wiki-English) list. I am sad that people are so afraid of the Wikipedian group-think and smear campaign that they are unwilling to say certain things in public. Offline (i.e. in the real world), many people also agree with me on this issue. That is why they refuse to participate on Wikipedia. They think that I was nuts to participate here, because even in blatant cases of anti-semitism, the Wikipedia elite usually pretended otherwise, through self-deception, almost sterotypical pseudo-liberal stupidity, or by what we consider fairly clear examples of anti-Semitism.    :I was told, by a few professional colleagues in Jewish education, that their evalution of contributor comments led them to believe that the hostility to Jewish issues was so great that it would be impossible to talk to most people on Wikipedia about this. They warned me that if I tried to discuss these issues openly, I would be attacked as paranoid or a liar. And to my sorrow I learned that they were correct. That is why I stopped participating here.    :However, I am thinking about returning for a small number of articles, on topics that I already promised people that I would contribute to.  I had previously prepared some material to add on the Zohar and the Chosen people articles, and I don't want to leave these topics unfinihed, missing what I see as some crucial points, and what others have pointed out are obvious gaps in the articles.  ",0
 (it is even cotroversial what what was the German state).  ,0
"`  Thanks for all comments. I have taken Pfortuny's advice and used some material from the Vatican website, and used a para from the Pope's homily, plus a link. I agree that the ``criticism`` section is awkward, but MT really is unique in how polarised opinions are about her, and I think the article has to reflect that. That is a different matter from any specific errors of fact in the criticism section - I have not rechecked all the sources.  `",0
" ::Dumela, Tebello. Kena ka kgotso! I hope you will set up an account and become a valuable contributor to wikipedia.    ",0
"    Ryguasu, there have been many more thoughts and positions on the mind-body problem pre-1920, some dualist, some monist, and some ascribing to a dual-aspect theory. It is one of the richest fields of philosophy. Tom Chance, 11:02 Oct 14, 2003 (GMT)",0
`    Thanks for the ``bases``. I actually wrote bases but someone put ``basis`` saying it was a ``spaniardism``.`,0
 ::Sorry - perhaps it was! Must be up too late and not thinking straight - you're absolutely right. Ignore the above!  ,0
Is anyone able to expand on writing at near-atomic level? ,0
  :'Learning Object' would be a proper noun. The subject of this article is not a proper noun.  ,0
" ::I dont think is offensive at all, despite being a (critical) catholic. I'm just afraid that we have people acusing us of attacking religion... Maybe we could make fun of all of them ) ",0
"`  ::Chinglish sounds no offensive to me, but the definition does a little, ``poor or 'broken' English``, eh, sounds like Chinglish needs to be fixed(as Tan says in her book)? We use that a lot. O BTW, is these Chinglish: ::*Good good study, day day up.(i believe it's from Mao's saying) ::*Show him some color to see see. p ::do they make sense to you English speakers? `",0
"` :::Yep. You are right, I hadn’t thought it through. Any methodology must be proscriptive. I take back the comment about distinguishing ``ought``.    `",0
"I don't necessarily agree with Ed on many of the issues he addresses (I'm neutral on many of them), but I think that it's just plain closed-minded to dismiss his connecting articles together as 'irrelevant'...  Do you even have a right hemisphere, Evercat?  ",0
"  The cities are the same through the ages, but they have different names in different languages. In my opinion if a reader looks at the name of Thorn he/she will think that the city disapeared, was destroyed or something.  As Poland was occupied by several German states all Polish cities have a German name but it is very unpolite to use them today. And IMHO this is in violation of NPOV policies.  7:11, 13 Nov 2003 (UTC)",0
"  ::::Well, I'm no fan of Catholicism, but I think your reasoning may be erroneous.  You need to identify what it is about the Catholic meme (or memes) which is problematic.  Because Catholicism has been so powerful, it has commited many of the greatest evils.  But many of these are likely to have been caused by politics, rather than Catholicism per se.   ::::And really, it's ridiculous to blame the RCC for Nazism, unless you can show that the church had a determinative role in creating the conditions that allowed it flourish.  ",0
"`  :I only get 7 hits on Google for the phrase ``quantum systemics``, no matches with the physics preprint archivX.org, and no matches on the American Physical Society's Phys. Review series of journals.  I wouldn't call this a recent ``worldwide`` acceptance of quantum systemics.  In fact I can find very few references to the word ``systemics`` in any physics journals whatsoever (and, indeed, very few references to systemics in any English-language scientific journals).  The phrase systemics is far more widely interpreted (at least in the English-speaking world), as referring to systems theory as developed by Bertalanffy, Ashby and others.  Systemics is listed as an alias for systems theory, so people who use the Systemics will find the page.  `",0
  : Thank you for the invitation.   ,0
" - Vicki,   Primas is in Webster dictionary under  primate, M.E. primat,LL. primas (latin primus- first). A person with primacy, an archbishop or the highest ranking bishop in the province.   I will add, highest ranking bishop or archbishop. H. Jonat",0
"  :I disagree. Some duplication of material is unavoidable, and desirable, in encyclopedia articles. Many Wikipedia (and Britannica) articles have some modest amount of information overlap. It is necessary so that article do not become overly fragmented. Wikipedia is not paper; we have infinite space. It is Ok is two paragraphs are duplicated!  ",0
  :I remembering reading on Slashdot that SMS was less used due to calls costing less than SMS or something like that.   ,0
"  It is perhaps dangerous to defend science using the sort of naïve methodology presently described in scientific method. That methodology is, at the least, dubious. Better to point out that science is grounded in a shared, and powerful, understanding that allows us to manipulate the world in ways that no other enterprise can. The debate between post modernists and empiricists (for want of better terms) is ongoing, and it is not appropriate to pretend here that it is finished. Better to simply refer the reader to the relevant articles.  ",0
"Dysprosia, I think your rewrite of the intro made it quite clumsy. If you don't like the original then how about: :Easy listening describes a musical style which emerged in the mid 20th century, emphasising relaxation and lack of emotional challenge, but sometimes possessing hidden depths.   :: Also, at least of the bands listed as 1960s, Mantovani, was alive and kicking in the 50s.  ",0
"   I'm not Germanizing anything.  I don't see what's wrong, when talking about Opole as being the historical capital of Upper Silesia, with mentioning what it's name was when it was said historical capital of Upper Silesia.  Would an article talking about Galicia be wrong for mentioning that it's capital was Lemberg rather than Lvov?  Surely there's something to be said for using the city-names which were in use at the time.  ",0
"`   :``@`` is commonly read as ``ĉe`` ('chay'), at least in e-mail addresses and the like.      `",0
"`  == Oliver Ames High School ==  Just noticed this entry in the deletion log: Jimfbleak deleted ``Oliver Ames High School`` (non encyclopedic content was: 'Public high school located in Easton, Massachusetts.'). Please take a look at Wikipedia talk:Deletion policy/schools. It appears that it's not generally agreed to be the case that high school entries are unencyclopedic and qualify for immediate deletion, so VfD is probably the route to use if you think that deletion is merited.  `",0
"  And Leumi, the same admonition goes for you. The ADL letter complained of inciting hatred and condoning  not inciting  violence against Israel.  ",0
  I'm surprised to see that there is no mention of the communists and social democrats exterminated in the holocaust. And Raol Wallenberg isn't there either.  ,0
